,img_id,HUMAN,NoF,YFT,ALB,OTH,BILL,DOL,BET,SKJ,LAG,SHARK,OIL,PLS,TUNA,WATER
85,94ad0f50-23f0-11e9-b7b0-bf6b33c43fff,1,,,,1,,,,,,,,,,
86,94ed9a5c-23f0-11e9-af28-4bf5cf1fcbf6,1,,,1,,,,,,,,,,,
87,dab50dd6-db28-11ea-beda-9f3e82d52a22,1,,1,,,,,,,,,,,,
88,94b5e526-23f0-11e9-bb90-cbff002958fa,1,,,1,,,,,,,,,,,
89,da7655a0-db28-11ea-afae-9f3dbd333775,1,,,,,,,,,,,,,,
90,dab68f80-db28-11ea-b083-b398c03eeb19,1,,1,,,,,,,,,,,,
91,dab6fc04-db28-11ea-b0f9-5f6a0b1479b6,1,,1,,,,,,,,,,,,
92,da4fc67e-db28-11ea-bce3-3ff519f373c3,1,,,,,,,,,,,,,,
93,da658496-db28-11ea-a104-570e7ff2d804,1,,,,,,,,,,,,,,
94,da73be1c-db28-11ea-acc8-cb9abcda327c,1,,,1,,,,,,,,,,,
95,dad43774-db28-11ea-bdd8-63d38f653f89,1,,1,,,,,,,,,,,,
96,da45f3c4-db28-11ea-a5de-1bca59dde388,1,,,,,1,,,,,,,,,
97,da9acc8c-db28-11ea-a807-4b9d0569bac7,1,,,1,,,,,1,,,,,,
98,da754322-db28-11ea-ae86-8b3fac5992cc,1,,1,,,,,,,,,,,,
99,dade47be-db28-11ea-a02d-1b1018ec8b58,1,,,,,,,1,,,,,,,
100,da8ae5ba-db28-11ea-969c-cb68d50f9d8f,1,,,,,,,,,,,,,,
101,94c0b988-23f0-11e9-a57d-c3bf6281e7b8,1,,,1,,,,,,,,,,,
102,da91b408-db28-11ea-9e10-ef6142372112,1,,,,,,,,,,,,,,
103,94aa36d6-23f0-11e9-b0ea-dff54d693d7f,1,,,1,,,,,,,,,,,
104,94e75b92-23f0-11e9-a7ea-f7cb31129967,1,,,,,,,,,,,,,,
105,da9c7dfc-db28-11ea-a9bd-7b663f49322f,1,,,1,,,,,1,,,,,,
106,da4928f0-db28-11ea-abe6-f7cc1feff41f,1,,,,,,1,,,,,,,,
107,da69c54c-db28-11ea-a1ea-0f7c0afcc5ea,1,,1,,,,,,,,,,,,
108,da7057ea-db28-11ea-a8e5-93a3ef3f6794,1,,,,,,,,,,,,,,
109,dad8d63a-db28-11ea-9a9c-0f74118564d0,1,,,,,,,1,,,,,,,
110,daa67cee-db28-11ea-b3a4-838c15585f02,1,,,,,,,,1,,,,,,
111,da8def44-db28-11ea-99f2-df6c20901e55,1,,,,,,,,,,,,,,
112,94d365f6-23f0-11e9-a9bc-77af5f166f0c,1,,,,,,,,,,1,,,,
113,94f57d3a-23f0-11e9-b81a-87a7eb062161,1,,,1,,,,,,,,,,,
114,94d8c49c-23f0-11e9-af38-8b4a9e990de0,1,,,1,,,,,,,,,,,
115,da53a190-db28-11ea-b4ea-0f4e5c5994ca,1,,,,,,,,,,,,,,
116,da4b59c2-db28-11ea-b145-73ebdb41b856,1,,,,,,,,,,,,,,
117,94bf8072-23f0-11e9-a282-771aeaa7221a,1,,,1,,,,,,,,,,,
118,daa45e6e-db28-11ea-b182-5738cf1a3d99,1,,,,,,1,,,,,,,,
119,da8d38b0-db28-11ea-9925-0b7a6a483805,1,,,,,,,,,,,,,,
120,94c9cb72-23f0-11e9-b704-3f7fa3d7e83d,1,,,1,,,,,,,,,,,
121,dac11310-db28-11ea-b7d6-dfb1e71ed1c3,1,,,1,,,,,,,,,,,
122,daa22ff4-db28-11ea-af7b-fb19ff9f2120,1,,,1,,,,,1,,,,,,
123,da9f5c7a-db28-11ea-acb1-07b73e35a7ab,1,,,,,,,,1,,,,,,
124,94ecf732-23f0-11e9-ae76-7f4796c6c34b,,,,1,,,,,,,,,,,
125,da5125f0-db28-11ea-b9c9-9f5361f8a2d7,1,,,,,,,,,,,,,,
126,da7ce6a4-db28-11ea-b732-bbc1b4dd437f,1,,,,1,,,,,,,,,,
127,da7f75ae-db28-11ea-ba44-5b2abe7f9966,1,,,,,,,,,,,,,,
128,94ebe63a-23f0-11e9-ad36-af6d63b47e1b,1,,,1,,,,,,,,,,,
129,da9bfb2a-db28-11ea-a956-6f9dc9858629,1,,,1,,,,,1,,,,,,
130,da5e94ec-db28-11ea-9755-0bc07686659b,1,,1,,1,,,,,,,,,,
131,da6edcda-db28-11ea-a71b-1376ce32d15a,1,,,,,,,,,,,,,,
132,da587224-db28-11ea-8f5b-7707b6ed9477,1,,1,,,,,,,,,,,,
133,da4ac49e-db28-11ea-afe2-2f7e5bc932c9,1,,1,,,,,,,,,,,,
134,94cd7f60-23f0-11e9-bb37-87615ac3098c,1,,,1,,,,,,,,,,,
135,dabda14e-db28-11ea-b42d-e7df83f27c56,1,,,1,,,,,,,,,,,
136,94e91ed2-23f0-11e9-aa01-f38dd6ab2722,1,,,,,,,,,,,,,,
137,94ca5a1a-23f0-11e9-b79c-4313b8d5687f,1,,1,,,,,,,,,,,,
138,94acb654-23f0-11e9-b6ce-b3075d6e51a8,1,,1,1,,,,,,,1,,,,
139,daa1da68-db28-11ea-af2d-27e8bf475d4e,1,,,,,,,,1,,,,,1,
140,94cec26c-23f0-11e9-bc99-5b0bfb34bb2a,1,,1,,,,,,,,,,,,
141,94ee46d2-23f0-11e9-b00c-3bba29ab71d7,1,,1,,,,,,,,,,,,
142,dad83842-db28-11ea-99de-b33910058342,1,,,,,1,,,,,,,,,
143,da4f8fba-db28-11ea-bc36-2bf16ea1cc40,1,,,,,,,,,,,,,,
144,da44d44e-db28-11ea-a34d-832841abd9da,1,,,,,,,1,,,,,,,
145,94c41a7e-23f0-11e9-adde-f7e0cfc1abcd,1,,1,,,,,,,,,,,,
146,94def81c-23f0-11e9-b6b7-a368a826b310,1,,,1,,,,,,,,,,,
147,94b4810e-23f0-11e9-b839-5f5a901f55a5,1,,,,1,,,,,,,,,,
148,da5d6c20-db28-11ea-95bd-735fefde3f63,1,,1,,,,,,,,,,,,
149,da7292d0-db28-11ea-ab6c-0b04e9bace75,1,,1,,,,,,,,,,,,
150,dad3a462-db28-11ea-bd4a-4bf5070cb8ac,1,,1,,,,,,,,,,,,
151,94b9c272-23f0-11e9-b8b5-2b6f8e739bf9,1,,,1,,,,,,,,,,,
152,da583b74-db28-11ea-8eda-cf10bde2336e,1,,1,1,,,,,,,,,,,
153,da9bd6b8-db28-11ea-a926-b32d198d95e4,1,,,,,,,,1,,,,,,
154,da5794da-db28-11ea-bfe0-bbde1a20ac12,1,,,,,,,,,,,,,,
155,94bf7d7a-23f0-11e9-a27a-4fa22da5f41e,1,,,1,,,,,,,,,,,
156,da427596-db28-11ea-9daa-7bd3ff0e2991,1,,,,,,,,,,,,,,
157,da9173bc-db28-11ea-9dd4-1b14e03a7d21,1,,,,,,,,,,,,,,
158,da9feeb0-db28-11ea-ad4f-a3c00fa493cc,1,,,1,,,,,1,,,,,,
159,94b8edc0-23f0-11e9-b6e7-2b889c222151,1,,,1,,,,,,,,,,,
160,94db8b82-23f0-11e9-b290-5f852207726b,1,,,1,,,,,,,,,,,
161,94dc0ef4-23f0-11e9-b331-778333c3877f,1,,,,,,,,,,,,,,
162,da809e66-db28-11ea-ba93-57680bb73047,1,,,,,,,1,,,,,,,
163,94c34fa4-23f0-11e9-abe2-7fc4d8b88483,1,,,1,,,,,,,,,,,
164,94e8746e-23f0-11e9-a94f-e3025e0918c4,1,,,1,,,,,,,,,,,
165,da9a8be6-db28-11ea-a7b6-7b70636ce0fa,1,,,1,,,,,1,,,,,,
166,dab0a02a-db28-11ea-ba52-6f815ef729bb,1,,1,,,,,,,,,,,,
167,da9d34cc-db28-11ea-aa6e-1326c6d7206f,1,,,1,1,,,1,1,,,,,,
168,da63518a-db28-11ea-9e1e-078bbda05b2d,1,,,,,1,,,,,,,,,
169,da9c4652-db28-11ea-a97f-b345c6fd3c33,1,,,1,,,,,1,,,,,,
170,94d46f64-23f0-11e9-aac4-53c1e298eeaf,1,,,,,,,1,,,,,,,
171,94ab90b2-23f0-11e9-b409-6beb5727dd31,1,,,1,,,,,,,,,,,
172,94be6246-23f0-11e9-9fb7-7f856c5a9045,1,,,1,,,,,,,,,,,
173,da77a90a-db28-11ea-b0fa-a7d4a0c9aa3b,1,,,,,,,,,,,,,,
174,dae0190e-db28-11ea-a20c-7b097454597f,1,,1,,,,,,,,,,,,
175,94c074fa-23f0-11e9-a4de-eb9e6c2ca8c0,1,,,1,,,,,,,,,,,
176,94c6a546-23f0-11e9-b45f-8b8a38ca64d1,1,,,1,,,,,,,,,,,
177,da92e738-db28-11ea-9f66-77283fa7977a,1,,,,,,,,,,,,,,
178,daac9d36-db28-11ea-b625-33525d6d7fde,1,,,1,,,,,1,,,,,,
179,94fa5f76-23f0-11e9-bcd8-83a829139f80,1,,1,,,,,,,,,,,,
180,da6329ee-db28-11ea-9de3-4717d0e5db72,1,,,,,,,,,,,,,,
181,da8d039a-db28-11ea-98fd-b7d4b1f56e99,1,,,,,,,,,,,,,,
182,94af26aa-23f0-11e9-bd11-b789dd8b5848,1,,,,1,,,,,,,,,,
183,da6fe9ae-db28-11ea-a85e-f7f61a237380,1,,,,,,,1,,,,,,,
184,94ee6ce8-23f0-11e9-b034-8320210ce203,,,,1,,,,,,,,,,,
185,da8d7e88-db28-11ea-997f-638b55662b85,1,,,,,,,,,,,,,,
186,da946374-db28-11ea-a0ff-fb0ec0387626,1,,1,1,,,,,,,,,,,
187,da57e214-db28-11ea-8de1-3f8cf7189d68,1,,,,,,,,,,,,,,
188,da85687e-db28-11ea-bc97-7bec0240d66d,1,,,,,,,,,,,,,,
189,da776ef4-db28-11ea-b0d2-9f1a4273a68c,1,,1,,1,,,,,,,,,,
190,da4da33a-db28-11ea-b6d8-d365024ad4a2,1,,,,1,,,1,,,,,,,
191,94ac0858-23f0-11e9-b540-db2e323536ba,1,,,,,,,,,,,,,,
192,94c435cc-23f0-11e9-ae1a-2bfeb37e9371,1,,,,,,,1,,,,,,,
193,da5bc5dc-db28-11ea-935d-0f6163775ecf,1,,,,,,,,,,,,,,
194,dabc6798-db28-11ea-b317-a37926c39d74,1,,,1,,,,,,,,,,,
195,da650af2-db28-11ea-a071-6367343c5047,,,,,1,,,,,,,,,,
196,94bcd3e0-23f0-11e9-bffa-9f49f30fc573,1,,,1,,1,,,,,,,,,
197,94c3a3d2-23f0-11e9-aca7-3312f227d885,1,,1,,,,,,,,,,,,
198,94f4590a-23f0-11e9-b6ed-2779f0d2e9cf,,1,,,,,,,,,,,,,
199,94e25700-23f0-11e9-bab1-d7110cd647fa,1,,1,,,1,,,,,,,,,
200,94db0ad6-23f0-11e9-b1f4-eb8e38a3fd15,1,,,1,,,,,,,,,,,
201,da45a16c-db28-11ea-a52a-43906223f9c1,1,,,,,,,,,,,,,,
202,dab53662-db28-11ea-bf03-8fac482b3dfe,1,,1,,,,,,,,,,,,
203,94d72aba-23f0-11e9-adb2-676d61c12373,1,,,,,,,1,,,,,,,
204,da56c226-db28-11ea-bd9a-a7f041197c02,1,,1,1,1,,,,,,,,,,
205,dada26ca-db28-11ea-9bf4-3b9241accb89,1,,1,,,,,,,,,,,,
206,da4cc5dc-db28-11ea-b478-27c60170844a,1,,,,,,,,,,,,,,
207,dacb74f4-db28-11ea-b51f-e3a81e207a1f,1,,,,,,,,,,,,,1,
208,da47efe4-db28-11ea-a8ed-776029958a1e,1,,,,,,,,,,,,,,
209,daada7c6-db28-11ea-b72d-037af5ee004b,1,,1,,,,,,1,,,,,,
210,da57cd24-db28-11ea-8da0-5708fdee4ba1,1,,,,,1,,,,,,,,,
211,94b7b22a-23f0-11e9-b40a-67d9c847c24c,1,,,1,,,,,,,,,,,
212,dab769b4-db28-11ea-b18c-879ec7fcc4ae,1,,,1,,,,,,,,,,,
213,da4cafe8-db28-11ea-b447-cb09a2c6cea9,1,,,,,,,,,,,,,,
214,dab2c2ba-db28-11ea-bc8b-db07cf125ab4,1,,,1,,,,,,,,,,,
215,da51373e-db28-11ea-b9ff-7378492b36e0,1,,,1,,,,,,,,,,,
216,94d59236-23f0-11e9-ac00-a7d950b87d6d,1,,,,,,,1,,,,,,,
217,94ee56b8-23f0-11e9-b019-ab3cec378c37,1,,1,1,,,,,,,,,,,
218,dad76f70-db28-11ea-9928-378ff191dd6d,1,,,,,,,1,,,,,,,
219,da7ca748-db28-11ea-b6e6-97ae813f0380,1,,,,1,,,,,,,,,,
220,94c1114e-23f0-11e9-a65d-9391bbd86826,1,,,1,,,,,,,,,,,
221,94b8711a-23f0-11e9-b5cc-cf0c114b9111,1,,,1,,,1,,,,,,,,
222,da642cf4-db28-11ea-9f51-cffd203d0141,1,,,,,,1,,,,,,,,
223,da63d088-db28-11ea-9ed6-872527e8fba9,1,,1,,,,,,,,,,,,
224,da85c918-db28-11ea-bcf3-9b43685ebcb6,1,,,,,,,,,,,,,,
225,94c50290-23f0-11e9-b021-d348addd0fce,1,,1,1,,,,,,,,,,,
226,daa3f71c-db28-11ea-b10b-e7738def17eb,1,,,1,,,,,1,,,,,,
227,94e9ab5e-23f0-11e9-aab8-3fc5c9b45e58,1,,,,,,,1,,,,,,,
228,94caeb2e-23f0-11e9-b845-af760f047764,1,,,,,,,1,,,,,,,
229,da5494a6-db28-11ea-b792-eb39e5c94c95,1,,,,,,,,,,,,,,
230,da4ef9f6-db28-11ea-ba96-8300603be0b7,1,,,,,,1,,,,,,,,
231,94b57b54-23f0-11e9-ba94-9733bb731e31,1,,,1,,,,,,,,,,,
232,da880750-db28-11ea-bf45-13c48f73a144,1,,,,1,,,,,,,,,,
233,dacf2fa4-db28-11ea-b883-9f638bedc68f,1,,1,,,,,,,,,,,,
234,dac56816-db28-11ea-bcad-a793f49ca112,1,,,,,,,1,,,,,,,
235,94b8725a-23f0-11e9-b5cf-1bde7236aff7,1,,,1,,,1,,,,,,,,
236,94c089e0-23f0-11e9-a514-b7d9e57ebe5b,1,,,1,,,,,,,,,,,
237,94ac3d14-23f0-11e9-b5be-ff8dd2f332b2,,1,,,,,,,,,,,,,
238,94abadf4-23f0-11e9-b45d-0bbda7990f63,1,,,1,,,,,,,1,,,,
239,94b2b37e-23f0-11e9-b3cd-abb0de27abc6,1,,,,1,,,,,,,,,,
240,da8520b2-db28-11ea-bc58-c712499d1788,1,,1,,,,,,,,,,,,
241,94b13c38-23f0-11e9-b017-53f4763f06a1,1,,,1,,,,,,,,,,,
242,94c1b158-23f0-11e9-a7e2-f7c6cd41c80d,1,,,1,,,,,,,,,,,
243,94c01280-23f0-11e9-a3e1-63eb69c0fd10,1,,,1,,,,,,,,,,,
244,da55a116-db28-11ea-ba6d-5b5218ad8ad5,1,,1,,,,,,,,,,,,
245,da43ddd2-db28-11ea-a125-c34f11691db8,1,,,,,1,,,,,,,,,
246,da55a116-db28-11ea-ba6d-5b5218ad8ad5,1,,1,,,,,,,,,,,,
247,da592cbe-db28-11ea-8fe6-6bce46461755,1,,1,,,,,,,,,,,,
248,da532a6c-db28-11ea-bf84-c36e3f666638,1,,,,,,,,,,,,,,
249,da55d49c-db28-11ea-bb07-9f51f96e5420,1,,,1,,,,,,,,,,,
250,94d4c004-23f0-11e9-ab19-5f43a3971a4b,1,,1,,,,,,,,,,,,
251,dab7d9a8-db28-11ea-b20f-7397711d6fbd,1,,,1,,,,,,,,,,,
252,94aabc1e-23f0-11e9-b21a-c314cf49df6a,1,,,,,,,1,,,,,,,
253,94c236a0-23f0-11e9-a927-8fa0f4355345,1,,1,,,,,,,,,,,,
254,da6d5900-db28-11ea-a586-93b198e26992,1,,,,,,,,,,,,,,
255,daa0a0da-db28-11ea-ae0a-b3b6e3d5ffc0,1,,,,,,,,1,,,,,,
256,94bc4baa-23f0-11e9-bebb-336244f55574,1,,,1,,,,,,,,,,,
257,94ab507a-23f0-11e9-b378-0bd8eaaa2fec,1,,,,1,,,,,,,,,,
258,da8e2f36-db28-11ea-9a3d-4b732a6ab762,1,,,,,,,,,,,,,,
259,da4ef1ea-db28-11ea-ba7e-ff45b7bc519b,1,,,,,,1,,,,,,,,
260,da58634c-db28-11ea-8f32-376b3d845b0b,1,,1,,,,,,,,,,,,
261,94e1f92c-23f0-11e9-ba3f-c398342af3fa,,1,,,,,,,,,,,,,
262,daa00166-db28-11ea-ad5b-734754d3d611,1,,,1,,,,,1,,,,,,
263,da84b8b6-db28-11ea-bbed-3b91206e4bfa,1,,1,,,,,,,,,,,,
264,da8f17e8-db28-11ea-9b3f-fbc9e8d43091,1,,,,,,,,,,,,,,
265,da69e432-db28-11ea-a20e-63503eaacb47,1,,,,,,,,,,,,,,
266,da8e15fa-db28-11ea-9a28-8755014a9c53,1,,,,,,,,,,,,,,
267,94aabc1e-23f0-11e9-b21a-c314cf49df6a,1,,,,,,,1,,,,,,,
268,dabbdc06-db28-11ea-b293-b3dc5c3e217b,1,,,1,,,,,,,,,,,
269,da434854-db28-11ea-9fbe-d33403f2e0fe,1,,,,,,,,,,,,,,
270,dad87e6a-db28-11ea-9a34-2f54e89ad5b6,1,,,,,,,1,,,,,,,
271,94fea00e-23f0-11e9-8d68-a775608a7c9c,1,,,1,,,,,,,,,,,
272,da5172bc-db28-11ea-ba86-237ade202d02,1,,,,,,,,,,,,,1,
273,da491c3e-db28-11ea-abc2-cb50c1c70a1c,1,,,,,,1,,,,,,,,
274,94d0e0a6-23f0-11e9-bebd-a7bcb573faef,1,,1,,,,,,,,,,,,
275,da41b26e-db28-11ea-9bc6-83cd89c4f3a4,1,,,,,,,,,,,,,,
276,da504e14-db28-11ea-be4c-4b1875cc1ea3,1,,,,,,,,,,,,,,
277,da9e4cc2-db28-11ea-ab84-0bbca815c560,1,,,,,,,,1,,,,,,
278,dab445e0-db28-11ea-be12-af2373b8bd11,1,,1,,,,,,,,,,,,
279,94f666a0-23f0-11e9-b8e7-3f2f960896cf,1,,,,,,,,,,,,,,
280,94b33c40-23f0-11e9-b511-437e298053cc,1,,,1,,,,,,1,,,,,
281,94ea75f2-23f0-11e9-ab96-5fa27ddbb651,1,,,1,,,,,,,,,,,
282,94acb816-23f0-11e9-b6d2-83cd52ad5134,1,,1,1,,,,,,,1,,,,
283,dac1cabc-db28-11ea-b8a8-17ec15c2d879,1,,,1,,,,,,,,,,,
284,da3e9642-db28-11ea-948b-2ff85fca0e4f,1,,,,,,,,,,,,,,
285,94fa6ba6-23f0-11e9-bce6-0385d9a2bb9a,1,,1,,,,,,,,,,,,
286,94c19452-23f0-11e9-a79b-c73a155a1948,1,,,,,,,,,,,,,,
287,94c6db1a-23f0-11e9-b4e4-6796f6185702,1,,,1,,,,,,,,,,,
288,94d9376a-23f0-11e9-afb7-c36178a5f586,1,,,,,,1,,,,,,,,
289,94fa475c-23f0-11e9-bcbb-0ff05a7de091,1,,,,,,1,,,,,,,,
290,da968910-db28-11ea-a34e-b391c971a5b9,1,,,1,,,,,1,,,,,,
291,94a98196-23f0-11e9-af4f-8f88191c0256,1,,,1,,,,,,,,,,,
292,dad3e620-db28-11ea-bd9a-13dae441a55d,1,,,,,,,1,,,,,,,
293,da735508-db28-11ea-ac46-0fedfc7ac131,1,,1,,,,,,,,,,,,
294,da5357b2-db28-11ea-b404-5f2d97a0d817,1,,,,,,,,,,,,,,
295,da5632ac-db28-11ea-bc12-73e6099505d7,1,,1,1,,,,,,,,,,,
296,dade5e3e-db28-11ea-a03e-0368350a147f,1,,1,,,,,,,,,,,,
297,94ebe3c4-23f0-11e9-ad30-0745b6872ad2,1,,,1,,,,,,,,,,,
298,daa008f0-db28-11ea-ad64-270d4b563e17,1,,,1,,,,,1,,,,,,
299,da6ed334-db28-11ea-a703-3734bd4c13fd,1,,1,,,,,,,,,,,,
300,dac864e4-db28-11ea-b1c5-f3b90b4c2f9a,1,,1,,,,,,,,,,,,
301,da42ec06-db28-11ea-9ed8-f3b04d024dda,1,,,,,,,,,,,,,,
302,da78ae9a-db28-11ea-b237-2395873a1676,1,,,,,,,,,,,,,,
